Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"North Face Right","The Cube > Tenaya East Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/119170033/north-face-right,2.0,-1,Boulder,V0,1,,37.84011,-119.45082
"Unnamed 2.5","Bridwell Boulder > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/118193210/unnamed-25,2.0,-1,Boulder,V0,1,12,37.7441,-119.60068
"Dirty Laundry","The Cove Area > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113075562/dirty-laundry,2.0,-1,Boulder,V3,1,,37.74307,-119.60276
"Stop, Climb, and Roll","Northside Road Trail Bouldering > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117632988/stop-climb-and-roll,2.0,-1,Boulder,V0,1,8,37.72047,-119.65561
"The Bulldog Problem","Bulldog Boulder > Ahwahnee Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/122351020/the-bulldog-problem,2.0,-1,Boulder,V3,1,8,37.74742,-119.5746
"Unnamed Face","Yeah! Boulder > Cathedral Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121314354/unnamed-face,2.0,-1,Boulder,V0,1,12,37.71824,-119.62817
"Unnamed Face","Bathroom Boulder > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/122656113/unnamed-face,2.0,-1,Boulder,V3,1,12,37.73654,-119.57119
"Face 3","Swan Slab Proper > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086604/face-3,2.0,-1,Boulder,V2,1,14,37.74486,-119.59996
"Naked and Hairy Traverse","Crossroads Boulder > Bridalveil Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108573581/naked-and-hairy-traverse,2.0,-1,Boulder,V4,1,20,37.71699,-119.65233
Rewired,"Powerline Rock > Wawona > Southern Yosemite > Yosemite National Park > California",https://www.mountainproject.com/route/112905303/rewired,2.0,-1,Boulder,V3-,1,20,37.548,-119.64602
"The End","Wood Yard > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111664946/the-end,2.0,-1,Boulder,V4,1,13,37.72531,-119.63965
"16. Unnamed","Little Columbia Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112137153/16-unnamed,1.3,-1,Boulder,V-easy,1,15,37.74166,-119.60372
"Problem C","Cracked Boulder > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/107694686/problem-c,1.7,-1,Boulder,V-easy,1,10,37.87423,-119.34576
"Kauk Start","Big Columbia Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113075644/kauk-start,2.0,-1,Boulder,V9,1,,37.74172,-119.60355
"Yabo Arete","Yabo Area [[CLOSED]] > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114296825/yabo-arete,2.0,-1,Boulder,V9,1,17,37.727,-119.62873
"Glass House","Glass House Area > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121946708/glass-house,2.0,-1,Boulder,V3,1,,37.74282,-119.60342
"Unnamed 58","Kauk Slab > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120092270/unnamed-58,1.8,-1,Boulder,V-easy,1,10,37.74303,-119.6032
"The King's Throne","The King Boulder > Cathedral Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121604547/the-kings-throne,2.0,-1,Boulder,V0,1,15,37.71818,-119.62817
"Housekeeping Boulder Hand Traverse","The Housekeeping Boulder > Housekeeping > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/119080620/housekeeping-boulder-hand-traverse,2.0,-1,Boulder,V0,1,12,37.74049,-119.58002
Shawshank,"Cedar Eater Boulder > Mist Trail Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/122189453/shawshank,2.0,-1,Boulder,V0+,1,6,37.72621,-119.5531
"Tik Tok","Upper Cathedral Lake Boulders > Cathedral Range > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/119277062/tik-tok,2.0,-1,"Boulder, Alpine",V0,1,,37.83757,-119.4165
"Trail Traffic","The Housekeeping Boulder > Housekeeping > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/119075396/trail-traffic,2.0,-1,Boulder,V0,1,12,37.74049,-119.58002
"Unnamed Face","Presidential Boulder > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120990420/unnamed-face,2.0,-1,Boulder,V1,1,12,37.72641,-119.60573
"All Hands on Deck","Glass House Area > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121946754/all-hands-on-deck,2.0,-1,Boulder,V8,1,,37.74282,-119.60342
"One Try Wall Center","One Try Wall > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/117300169/one-try-wall-center,2.0,-1,Boulder,V3,1,,37.8761,-119.34551
"Unnamed Arete","Presidential Boulder > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120990399/unnamed-arete,2.0,-1,Boulder,V0,1,12,37.72641,-119.60573
"Scissors for Lefty","The Cove Area > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113075435/scissors-for-lefty,2.0,-1,Boulder,V12,1,,37.74307,-119.60276
"Red-breasted Nuthatch","Illilouette Creek Basin > Southern Yosemite > Yosemite National Park > California",https://www.mountainproject.com/route/120824042/red-breasted-nuthatch,2.0,-1,Boulder,V1,1,12,37.68025,-119.51784
"The Red Sea","Pyramid Boulder > Mist Trail Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121523103/the-red-sea,2.0,-1,Boulder,"V0+ PG13",1,23,37.73296,-119.5577
"I’m Pumped","I’m Pumped Boulder > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121075727/im-pumped,2.0,-1,Boulder,V3,1,,37.7444,-119.60059
"Pachinko traverse","Upper Cathedral Lake Boulders > Cathedral Range > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/119276994/pachinko-traverse,2.0,-1,"Boulder, Alpine",V1,1,15,37.83757,-119.4165
"Fish Head Stand","Bogart Boulder > Cathedral Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/122339292/fish-head-stand,2.0,-1,Boulder,V3,1,8,37.7191,-119.62835
"Warmup Arete","Traverse Boulder > Ahwahnee Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/122345567/warmup-arete,2.0,-1,Boulder,V0,1,8,37.74725,-119.57482
"Railway Cat","Upper Cathedral Lake Boulders > Cathedral Range > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/119277121/railway-cat,2.0,-1,"Boulder, Alpine",V0,1,,37.83757,-119.4165
"The Flake","Lower Tier > Mount Savage > Southern Yosemite > Yosemite National Park > California",https://www.mountainproject.com/route/120720329/the-flake,2.0,-1,Boulder,V-easy,1,15,37.50945,-119.64918
""" Chu-cha-nah""","Oldsquaw Boulder > Wawona > Southern Yosemite > Yosemite National Park > California",https://www.mountainproject.com/route/118564988/chu-cha-nah,2.0,-1,Boulder,V2+,1,,37.54592,-119.62676
"Dark Crystal Arete","Dark Crystal Boulder > Ahwahnee Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/122350983/dark-crystal-arete,2.0,-1,Boulder,V4,1,10,37.74748,-119.57456
"Swamp Thing","The Cove Area > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113075456/swamp-thing,2.0,-1,Boulder,V5,1,,37.74307,-119.60276
"Face 4","Swan Slab Proper > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086610/face-4,2.0,-1,Boulder,V4,1,14,37.74486,-119.59996
"Unknown Arete","Lower Little Boulder > Sentinel Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/122408369/unknown-arete,2.0,-1,Boulder,V0,1,8,37.73388,-119.60179
"L-R traverse","Cracked Boulder > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/119301944/l-r-traverse,2.0,-1,Boulder,V3,1,,37.87423,-119.34576
Lieback,"Swan Slab Proper > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086518/lieback,2.0,-1,Boulder,V2,1,15,37.74486,-119.59996
Kenji,"TKO Boulder > Yosemite Creek > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/114782901/kenji,2.0,-1,Boulder,V6,1,,37.85916,-119.56823
"Branch Manager","Oldsquaw Boulder > Wawona > Southern Yosemite > Yosemite National Park > California",https://www.mountainproject.com/route/112908877/branch-manager,2.0,-1,Boulder,V1+,1,12,37.54592,-119.62676
"Blind Electrician","Powerline Rock > Wawona > Southern Yosemite > Yosemite National Park > California",https://www.mountainproject.com/route/112915281/blind-electrician,2.0,-1,Boulder,V4,1,12,37.548,-119.64602
Crystal,"The Castle > The Crystals > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113075786/crystal,2.0,-1,Boulder,V2,1,,37.73861,-119.60734
"Friction Face 1","Swan Slab Proper > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086352/friction-face-1,2.0,-1,Boulder,"V1 PG13",1,25,37.74486,-119.59996
"Feline Party Favor","Jumping Rock Boulders > Wawona > Southern Yosemite > Yosemite National Park > California",https://www.mountainproject.com/route/112416377/feline-party-favor,2.0,-1,Boulder,V3,1,13,37.54544,-119.64372
"Shallow Sprawl","Jumping Rock Boulders > Wawona > Southern Yosemite > Yosemite National Park > California",https://www.mountainproject.com/route/112416308/shallow-sprawl,2.0,-1,Boulder,"V2 PG13",1,12,37.54544,-119.64372
"Face 2","Swan Slab Proper > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086370/face-2,2.0,-1,Boulder,"V0- PG13",1,25,37.74486,-119.59996
"The Ruff","The Diamond Boulder > Candyland Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113075924/the-ruff,2.0,-1,Boulder,V5,1,,37.72134,-119.61391
"Guerin Prow","Swan Slab Proper > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086323/guerin-prow,2.0,-1,Boulder,"V3 R",1,15,37.74486,-119.59996
"Friction Face 2","Swan Slab Proper > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086356/friction-face-2,2.0,-1,Boulder,"V1 PG13",1,25,37.74486,-119.59996
"Tree Snake Stap-On","Pride Boulder > The Crystals > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113075759/tree-snake-stap-on,2.0,-1,Boulder,V3,1,,37.73896,-119.60678
"Crystal Right","The Castle > The Crystals > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113075806/crystal-right,2.0,-1,Boulder,V3,1,,37.73861,-119.60734
"Swamp Thing","Swamp Thing Boulder > Olmsted Canyon Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/109526691/swamp-thing,2.0,-1,Boulder,"5.12a V4",1,20,37.81344,-119.49028
"Right Arete","Trail Boulder > Cathedral Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/122853386/right-arete,2.0,-1,Boulder,V2,1,10,37.72051,-119.62952
"Dr. Decker","The Medicine Man > Indian Creek Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108102223/dr-decker,2.0,-1,Boulder,V1,1,19,37.75047,-119.58369
"Unnamed V3","2nd Boulder > Kitty Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/123023820/unnamed-v3,2.0,-1,Boulder,V2-,1,,37.87254,-119.347
"Problem D","Wave Boulder > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/107694789/problem-d,1.8,-1,Boulder,V0-,1,15,37.8743,-119.3454
"Problem H","Wave Boulder > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/107694816/problem-h,1.8,-1,Boulder,V1,1,10,37.8743,-119.3454
"Squirrel Droppings","Lower Cathedral Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/123270009/squirrel-droppings,2.0,-1,Boulder,V0+,1,,37.7216,-119.64323
"unamed v6","Medlicott Boulder > Medlicott Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/123270210/unamed-v6,2.0,-1,Boulder,V6-,1,12,37.86288,-119.4294
"Munchkin Lunge","Bees Boulder > Ahwahnee Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/123437752/munchkin-lunge,2.0,-1,Boulder,V6,1,8,37.74766,-119.57396
"Problem B","Wave Boulder > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/107694775/problem-b,1.6,-1,Boulder,V0-,1,,37.8743,-119.3454
"Unnamed 1","Bridwell Boulder > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106438788/unnamed-1,1.6,-1,Boulder,V0,1,,37.7441,-119.60068
"Solar Eclipse","Sunrise Boulder > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/113551910/solar-eclipse,1.7,-1,Boulder,V3,1,,37.82769,-119.47205
"Unnamed Seam","Angler Boulder > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120765035/unnamed-seam,1.8,-1,Boulder,V1,1,,37.73647,-119.57372
"Paul's Penis","Paul's Penis > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/113831793/pauls-penis,1.8,-1,Boulder,V0,1,18,37.87429,-119.3459
"Problem C","Wave Boulder > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/107694783/problem-c,1.5,-1,Boulder,V0,1,,37.8743,-119.3454
"Unnamed 2","Bridwell Boulder > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106438800/unnamed-2,1.5,-1,Boulder,V0-,1,,37.7441,-119.60068
"Unnamed Face","Torque Spanner Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121124558/unnamed-face,1.6,-1,Boulder,V0,1,8,37.74315,-119.6032
"Unnamed 1","Root Canal Boulder > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108170707/unnamed-1,1.6,-1,Boulder,V-easy,1,10,37.73602,-119.57077
"Unnamed 11","Bridwell Boulder > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106438831/unnamed-11,1.6,-1,Boulder,V0-,1,,37.7441,-119.60068
"Unnamed Arete","Bathroom Boulder > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121716732/unnamed-arete,1.7,-1,Boulder,V0,1,,37.73654,-119.57119
"Wawona Warm Up","Oldsquaw Boulder > Wawona > Southern Yosemite > Yosemite National Park > California",https://www.mountainproject.com/route/112419567/wawona-warm-up,1.7,-1,Boulder,V-easy,1,12,37.54592,-119.62676
"Unnamed 14","Swan Boulder 1 > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106438856/unnamed-14,1.7,-1,Boulder,V-easy,1,,37.7437,-119.6009
"Unnamed 15","Swan Boulder 1 > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106438852/unnamed-15,1.7,-1,Boulder,V-easy,1,,37.7437,-119.6009
"Forest Boulder #3","Forest Boulder > The Knobs > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/119161304/forest-boulder-3,1.5,-1,"Boulder, Alpine",V0-,1,15,37.85238,-119.44111
"Unnamed 21","Sloth Boulder > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106438845/unnamed-21,1.5,-1,Boulder,V-easy,1,,37.74462,-119.60057
"Unnamed 7","Bridwell Boulder > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106438808/unnamed-7,1.3,-1,Boulder,V-easy,1,,37.7441,-119.60068
"Tendons Live","Goodrich Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/122339337/tendons-live,1.3,-1,Boulder,V0,1,8,37.74216,-119.60435
Unnamed,"4x4 Boulder > Ahwahnee Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/122181478/unnamed,1.5,-1,Boulder,V0,1,,37.74821,-119.57789
"Sticky Bomb","May Lake - Battle Tanks > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/118085493/sticky-bomb,1.5,-1,Boulder,V9+,1,9,37.85149,-119.48827
"Unnamed Mantel","Presidential Boulder > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120990378/unnamed-mantel,1.5,-1,Boulder,V0,1,10,37.72641,-119.60573
"The Guerin Problem","Arizona Avenue Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113186178/the-guerin-problem,1.5,-1,Boulder,V4,1,15,37.74256,-119.60324
"So Low - Right","So Low Boulder > The Knobs > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/121135822/so-low-right,1.5,-1,Boulder,V1,1,8,37.85229,-119.44104
"Chockblock Chimney","Swan Slab Proper > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086326/chockblock-chimney,1.5,-1,Boulder,"V0- PG13",1,15,37.74486,-119.59996
"California Edge","Swan Slab Proper > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086628/california-edge,1.5,-1,Boulder,V4,1,5,37.74486,-119.59996
"Into The Dry Spell","Oldsquaw Boulder > Wawona > Southern Yosemite > Yosemite National Park > California",https://www.mountainproject.com/route/112559541/into-the-dry-spell,1.5,-1,Boulder,V1,1,12,37.54592,-119.62676
"Forest Boulder #2","Forest Boulder > The Knobs > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/121135785/forest-boulder-2,1.5,-1,"Boulder, Alpine",V2,1,15,37.85238,-119.44111
Electron,"Powerline Rock > Wawona > Southern Yosemite > Yosemite National Park > California",https://www.mountainproject.com/route/112905006/electron,1.5,-1,Boulder,"V0 PG13",1,15,37.548,-119.64602
Freedom,"Freedom Boulder > Housekeeping > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111248544/freedom,1.5,-1,Boulder,V5,1,10,35.54741,-116.22544
"Unnamed 8","Bridwell Boulder > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106438818/unnamed-8,1.1,-1,Boulder,V-easy,1,,37.7441,-119.60068
"Unnamed 16","Swan Boulder 1 > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106438862/unnamed-16,1.3,-1,Boulder,V-easy,1,,37.7437,-119.6009
"Sweet Bell Peppers","Kevin's Traverse Boulder > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/109255525/sweet-bell-peppers,1.3,-1,Boulder,V0,1,6,37.73713,-119.57551
"Call Declined","Mortar Rock > Wawona > Southern Yosemite > Yosemite National Park > California",https://www.mountainproject.com/route/112912680/call-declined,1.3,-1,Boulder,V3-,1,6,37.53994,-119.65958
"Unnamed 3","Bridwell Boulder > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106438805/unnamed-3,1.0,-1,Boulder,V1,1,,37.7441,-119.60068
"Unnamed 22","Sloth Boulder > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106438840/unnamed-22,1.0,-1,Boulder,V-easy,1,,37.74462,-119.60057
Face,"Pathway Boulders > Housekeeping > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117733373/face,1.0,-1,Boulder,V-easy,1,10,37.74048,-119.58002
"Coyote Whisperer","Bathroom Boulder > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/123090083/coyote-whisperer,1.0,-1,Boulder,V-easy,1,,37.73654,-119.57119
"Midnight Cowboy","Big Columbia Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113075682/midnight-cowboy,1.0,-1,Boulder,V9,1,,37.74172,-119.60355
"Unnamed 56","Kauk Slab > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120092280/unnamed-56,1.0,-1,Boulder,V-easy,1,8,37.74303,-119.6032
"Erik's Picnic","Campground Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/117669610/eriks-picnic,0.8,-1,Boulder,V2,1,,37.869,-119.36571
"Kauk's Crank","The Housekeeping Boulder > Housekeeping > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/119075433/kauks-crank,1.0,-1,Boulder,V5,1,12,37.74049,-119.58002
"Flakes and Grains","Soto Boulder > Ahwahnee Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120538138/flakes-and-grains,1.0,-1,Boulder,V0-,1,9,37.74752,-119.57521
"The Ladder","The Hex Boulder > Cathedral Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/122339308/the-ladder,1.0,-1,Boulder,V-easy,1,8,37.71889,-119.62828
"Stretchy Pants","Cold Boulders > Ahwahnee Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120543097/stretchy-pants,1.0,-1,Boulder,V0-,1,10,37.74742,-119.57519
Kauk-a-Holic,"Kor Problem Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113075357/kauk-a-holic,1.0,-1,Boulder,V8,1,,37.74287,-119.60284
"Collins Direct","Hidden Loaf > Housekeeping > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/119069205/collins-direct,1.0,-1,Boulder,V8,1,12,37.74057,-119.58016
